-100.0 	-100.0     10.0 	1.0 	1.0 	1.0
-100.0 	-80.0     10.0 	1.0 	1.0 	1.0
-100.0 	-60.0     10.0 	1.0 	1.0 	1.0
-100.0 	-40.0     10.0 	1.0 	1.0 	1.0
-100.0 	-20.0     10.0 	1.0 	1.0 	1.0
-100.0 	0.0     10.0 	1.0 	1.0 	1.0
-100.0 	20.0     10.0 	1.0 	1.0 	1.0
-100.0 	40.0     10.0 	1.0 	1.0 	1.0
-100.0 	60.0     10.0 	1.0 	1.0 	1.0
-100.0 	80.0     10.0 	1.0 	1.0 	1.0
-100.0 	100.0     10.0 	1.0 	1.0 	1.0
-100.0 	-100.0     0.0 	1.0 	1.0 	1.0
-100.0 	-80.0     0.0 	1.0 	1.0 	1.0
-100.0 	-60.0     0.0 	1.0 	1.0 	1.0
-100.0 	-40.0     0.0 	1.0 	1.0 	1.0
-100.0 	-20.0     0.0 	1.0 	1.0 	1.0
-100.0 	0.0     0.0 	1.0 	1.0 	1.0
-100.0 	20.0     0.0 	1.0 	1.0 	1.0
-100.0 	40.0     0.0 	1.0 	1.0 	1.0
-100.0 	60.0     0.0 	1.0 	1.0 	1.0
-100.0 	80.0     0.0 	1.0 	1.0 	1.0
-100.0 	100.0     0.0 	1.0 	1.0 	1.0
-100.0 	-100.0     -20.0 	1.0 	1.0 	1.0
-100.0 	-80.0     -20.0 	1.0 	1.0 	1.0
-100.0 	-60.0     -20.0 	1.0 	1.0 	1.0
-100.0 	-40.0     -20.0 	1.0 	1.0 	1.0
-100.0 	-20.0     -20.0 	1.0 	1.0 	1.0
-100.0 	0.0     -20.0 	1.0 	1.0 	1.0
-100.0 	20.0     -20.0 	1.0 	1.0 	1.0
-100.0 	40.0     -20.0 	1.0 	1.0 	1.0
-100.0 	60.0     -20.0 	1.0 	1.0 	1.0
-100.0 	80.0     -20.0 	1.0 	1.0 	1.0
-100.0 	100.0     -20.0 	1.0 	1.0 	1.0
-100.0 	-100.0     -40.0 	1.0 	1.0 	1.0
-100.0 	-80.0     -40.0 	1.0 	1.0 	1.0
-100.0 	-60.0     -40.0 	1.0 	1.0 	1.0
-100.0 	-40.0     -40.0 	1.0 	1.0 	1.0
-100.0 	-20.0     -40.0 	1.0 	1.0 	1.0
-100.0 	0.0     -40.0 	1.0 	1.0 	1.0
-100.0 	20.0     -40.0 	1.0 	1.0 	1.0
-100.0 	40.0     -40.0 	1.0 	1.0 	1.0
-100.0 	60.0     -40.0 	1.0 	1.0 	1.0
-100.0 	80.0     -40.0 	1.0 	1.0 	1.0
-100.0 	100.0     -40.0 	1.0 	1.0 	1.0
-20.0 	100.0     0.0 	1.0 	1.0 	1.0
-10.0 	100.0     0.0 	1.0 	1.0 	1.0
0.0 	100.0     0.0 	1.0 	1.0 	1.0
10.0 	100.0     0.0 	1.0 	1.0 	1.0
20.0 	100.0     0.0 	1.0 	1.0 	1.0
-20.0 	100.0     -10.0 	1.0 	1.0 	1.0
-10.0 	100.0     -10.0 	1.0 	1.0 	1.0
0.0 	100.0     -10.0 	1.0 	1.0 	1.0
10.0 	100.0     -10.0 	1.0 	1.0 	1.0
20.0 	100.0     -10.0 	1.0 	1.0 	1.0
-20.0 	100.0     -20.0 	1.0 	1.0 	1.0
-10.0 	100.0     -20.0 	1.0 	1.0 	1.0
0.0 	100.0     -20.0 	1.0 	1.0 	1.0
10.0 	100.0     -20.0 	1.0 	1.0 	1.0
20.0 	100.0     -20.0 	1.0 	1.0 	1.0
-20.0 	100.0     -30.0 	1.0 	1.0 	1.0
-10.0 	100.0     -30.0 	1.0 	1.0 	1.0
0.0 	100.0     -30.0 	1.0 	1.0 	1.0
10.0 	100.0     -30.0 	1.0 	1.0 	1.0
20.0 	100.0     -30.0 	1.0 	1.0 	1.0
-20.0 	100.0     -40.0 	1.0 	1.0 	1.0
-10.0 	100.0     -40.0 	1.0 	1.0 	1.0
0.0 	100.0     -40.0 	1.0 	1.0 	1.0
10.0 	100.0     -40.0 	1.0 	1.0 	1.0
20.0 	100.0     -40.0 	1.0 	1.0 	1.0
-20.0 	100.0     -50.0 	1.0 	1.0 	1.0
-10.0 	100.0     -50.0 	1.0 	1.0 	1.0
0.0 	100.0     -50.0 	1.0 	1.0 	1.0
10.0 	100.0     -50.0 	1.0 	1.0 	1.0
20.0 	100.0     -50.0 	1.0 	1.0 	1.0
